6.3825e-06,-2.5425e-05,6.826e-05,1.4269e-05,-9.7713e-06,-5.132e-05,0.0062796,0.006305,0.0062368,0.05127,0.05128,0.051331,0.0022849,0.001227,0.0032046,0.0022553,0.0012404,0.0035393,1.3946,1.3946,1.3939,1.3983,1.3983,1.3976,0.019214,-0.0075849,0.086398,-0.0029119,-0.081042,0.036432,-0.010691,-0.01067,-0.010675,0.017055,0.017011,0.017119,-0.69755,0.95769,3.2755,-0.71206,1.0076,6.1618,-1.5028,-1.5027,-1.5025,-1.4926,-1.4927,-1.4927,4.0
-2.1962e-06,2.2137e-06,5.1154e-06,4.3399e-07,3.9411e-06,-4.8357e-06,0.018039,0.018037,0.018031,0.014122,0.014118,0.014122,0.00081039,0.00027012,0.00050552,0.0008081,0.0003136,0.00061878,1.7483,1.7483,1.7483,1.7508,1.7508,1.7507,0.0019734,0.18934,-0.39616,-0.0012652,0.31014,-0.17739,0.0062904,0.0062873,0.006297,-0.0034541,-0.0034609,-0.0034446,-0.50674,6.9934,12.26,-0.46035,9.7231,7.4851,-1.4963,-1.4963,-1.4963,-1.4989,-1.4989,-1.4989,5.0
-1.4022e-06,-2.0889e-05,8.5605e-05,8.1929e-06,9.1563e-06,0.00018855,-0.0049465,-0.0049256,-0.0050112,0.010804,0.010795,0.010606,0.0025675,0.0016317,0.0033364,0.0024666,0.001282,0.005658,1.7082,1.7081,1.7078,1.7101,1.71,1.7094,-0.022427,-0.20954,0.33767,-0.029334,-0.050085,0.93115,-0.0029499,-0.0028466,-0.0028342,0.014455,0.014472,0.014684,-0.6779,4.9633,6.1415,-0.63528,1.2681,9.4913,-1.5025,-1.5025,-1.5021,-1.4905,-1.4905,-1.4904,3.0
-3.8136e-06,2.006e-06,-3.1675e-05,-1.4712e-06,3.0711e-05,0.00014616,-0.025899,-0.025901,-0.02587,-0.012927,-0.012958,-0.013104,0.0012365,0.00080477,0.0013841,0.0011776,0.00075636,0.0017453,1.5702,1.5701,1.57,1.5703,1.5702,1.5701,0.0037142,-0.042269,0.084927,0.0079006,1.2848,-0.57496,-0.0028118,-0.0028016,-0.0028114,0.0011119,0.0010719,0.00090027,-0.77341,26.473,5.1015,-0.73179,17.475,14.481,-1.5006,-1.5007,-1.5006,-1.5001,-1.5001,-1.5001,10.0
-1.3247e-05,5.2913e-05,-0.0002607,-1.6534e-05,-7.5153e-05,9.8641e-06,0.014241,0.014188,0.014449,-0.023553,-0.023478,-0.023488,0.0026519,0.0013655,0.0098428,0.0025725,0.001837,0.0036875,1.8761,1.876,1.8746,1.8711,1.871,1.8704,0.010193,0.18755,-0.046285,0.024416,-0.32764,0.90494,0.0084605,0.0083884,0.0072895,-0.012999,-0.012918,-0.013019,-0.64888,0.94681,3.775,-0.66013,6.4318,6.2451,-1.5037,-1.5037,-1.5026,-1.491,-1.491,-1.4908,9.0
7.1377e-06,3.4379e-05,0.00020625,-5.5482e-06,3.6663e-05,0.00073983,-0.029842,-0.029876,-0.030083,-0.011551,-0.011587,-0.012327,0.0025258,0.0013617,0.0042888,0.002459,0.0014464,0.0070824,1.7213,1.7211,1.7202,1.7206,1.7205,1.7195,-0.015958,0.2816,0.32573,-0.0020844,0.19348,0.35,-0.0087838,-0.0087858,-0.0088607,0.0041169,0.0040823,0.0041472,-0.68191,2.2732,3.8533,-0.62814,1.6744,4.7942,-1.5093,-1.5093,-1.5095,-1.4965,-1.4965,-1.4965,10.0
-1.0012e-05,-3.4933e-07,-1.3649e-05,-3.5833e-06,1.9521e-06,-1.5113e-06,-0.030683,-0.030682,-0.030669,-0.039417,-0.039419,-0.039418,0.00079461,0.00023772,0.00054983,0.00078406,0.00022495,0.00049579,1.0754,1.0754,1.0754,1.0763,1.0763,1.0763,0.01741,-0.0042174,-0.27784,0.011707,0.052875,0.088619,-0.0040478,-0.0040424,-0.0040258,-2.0474e-05,-2.295e-05,-3.6271e-05,-0.60279,2.24,4.2884,-0.53045,5.6416,6.5338,-1.4974,-1.4974,-1.4974,-1.4967,-1.4967,-1.4967,2.0
6.1368e-06,1.5638e-05,1.8079e-05,-4.4926e-06,-9.0033e-06,9.75e-05,0.027332,0.027316,0.027298,-0.027537,-0.027528,-0.027626,0.0012352,0.00057206,0.001863,0.0011826,0.00061758,0.0012149,1.5801,1.5801,1.58,1.5818,1.5817,1.5816,-0.017566,0.030489,0.52768,0.0024332,-0.020561,1.0726,0.0032761,0.0032653,0.0032761,-0.00050217,-0.00048262,-0.00064643,-0.76728,2.7072,9.6806,-0.7397,3.0671,7.1506,-1.4997,-1.4997,-1.4996,-1.4991,-1.4991,-1.4991,1.0
-1.8106e-05,1.2601e-05,0.0005362,1.4299e-05,1.8799e-05,-0.00016818,-0.033599,-0.033611,-0.034148,-0.026127,-0.026146,-0.025977,0.0025166,0.0014148,0.0068334,0.0025077,0.0013546,0.0058305,1.7199,1.7199,1.7189,1.7145,1.7144,1.7137,-0.030518,0.38093,0.12908,-0.034923,0.12051,0.37736,-0.013038,-0.01306,-0.012973,-0.0039248,-0.0039664,-0.0034016,-0.64178,4.0775,3.8106,-0.67495,0.51201,5.1821,-1.495,-1.495,-1.4948,-1.5026,-1.5025,-1.5024,10.0
1.3477e-05,3.2748e-05,-0.00028457,-1.6323e-07,8.5658e-05,-0.00015486,0.0062635,0.0062308,0.0065154,-0.031434,-0.03152,-0.031365,0.0023019,0.0012491,0.0060911,0.0022955,0.0013773,0.002783,1.4144,1.4143,1.4133,1.4217,1.4216,1.421,-0.017984,0.0025265,-0.61777,-0.0083523,0.65738,0.08434,0.0017139,0.0016565,0.002461,-0.0004879,-0.00057583,-0.00065111,-0.69871,1.2715,7.5208,-0.66353,3.7147,2.8337,-1.5084,-1.5085,-1.5075,-1.4973,-1.4974,-1.4973,6.0
